Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
01/18/2023,46073,3,Jerauld County,SD,96.7,1278,63.5,1273,67.3,1234,73.1,1176,76.4,514,93.8,1097,54.5,1095,57.9,84,23.8,1060,62.8,1011,65.7,440,80.3,608,55.4,608,55.5,597,56.3,580,57.4,478,67.1,338,76.8,237,49.6,191,56.5,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,3,8,8,8,7,2013,1892,353,1689,1539,548,245,12.9,236,14,232,15.1,166,30.3
01/18/2023,48157,3,Fort Bend County,TX,98.9,686012,84.5,679985,89.8,635823,95,566905,95,105498,95,600749,74,599679,79.2,98715,58.9,562623,84,500964,84.9,95038,95,267865,44.6,267861,44.7,259473,46.1,246878,49.3,141627,62.3,67158,70.7,68473,48.3,39179,58.3,B,7,7,8,8,8,8,Metro,3,3,4,4,4,4,7,7,7,7,3,3,3,3,811688,757642,167613,669421,590029,93851,98244,13,94846,14.2,89895,15.2,36622,39
01/18/2023,48373,3,Polk County,TX,98.9,31683,61.7,31650,65.1,31229,70,30279,73.6,12497,95,25595,49.8,25584,52.6,1062,14.2,25290,56.7,24522,59.6,10256,95,11808,46.1,11808,46.2,11781,46.6,11699,47.7,9743,55.4,6401,62.4,4241,43.5,3148,49.2,D,13,14,13,14,14,16,Non-metro,5,6,5,6,6,8,15,15,15,14,7,7,7,6,51353,48652,7505,44625,41147,9733,5020,10.3,4996,11.2,4956,12,3280,33.7
01/18/2023,35003,3,Catron County,NM,97,2035,57.7,2032,59.1,2015,61.3,1980,63.6,1104,72.3,1703,48.3,1703,49.5,42,12.9,1691,51.5,1661,53.4,935,61.3,945,55.5,945,55.5,943,55.8,933,56.2,809,59.2,596,63.7,359,44.4,288,48.3,B,5,5,5,6,6,6,Non-metro,5,5,5,6,6,6,8,8,8,6,8,8,8,6,3527,3438,325,3286,3113,1526,400,11.6,400,12.2,400,12.8,302,19.8
01/18/2023,18119,3,Owen County,IN,98.6,10048,48.3,10003,50.7,9759,53.9,9271,56.2,3263,78.7,9206,44.3,9194,46.6,616,18.9,8997,49.7,8578,52,3086,74.5,4743,51.5,4743,51.6,4684,52.1,4552,53.1,3509,61.1,2173,70.4,1429,40.7,1058,48.7,B,5,5,5,5,6,7,Metro,1,1,1,1,2,3,8,8,8,7,4,4,4,3,20799,19744,3257,18091,16487,4145,1451,7.3,1427,7.9,1396,8.5,911,22
01/18/2023,30045,3,Judith Basin County,MT,95.9,900,44.8,899,47.1,887,50.8,882,54.7,425,77.1,825,41.1,825,43.2,13,4.4,817,46.8,812,50.3,405,73.5,431,52.2,431,52.2,427,52.3,425,52.3,368,60,272,67.2,188,51.1,150,55.1,A,1,1,1,1,2,3,Non-metro,5,5,5,5,6,7,4,4,4,3,8,8,8,7,2007,1910,297,1747,1613,551,213,11.2,212,12.1,211,13.1,148,26.9
01/18/2023,36117,3,Wayne County,NY,97.5,61557,68.5,61162,72,58707,75.8,54640,77.2,16356,93.2,57969,64.5,57757,68,6149,43.5,55490,71.6,51608,72.9,15555,88.6,35983,62.1,35983,62.3,35445,63.9,33936,65.8,23506,75.6,12839,82.5,13168,56,8662,67.5,B,6,7,7,7,7,8,Metro,2,3,3,3,3,4,8,8,8,8,4,4,4,4,89918,84952,14130,77490,70822,17552,15640,18.4,15401,19.9,14926,21.1,8341,47.5
01/18/2023,30097,3,Sweet Grass County,MT,95.9,1698,45.4,1693,47.7,1667,50.9,1604,54,731,71.3,1568,42,1566,44.1,83,14.4,1542,47.1,1483,49.9,687,67,846,54,846,54,842,54.6,830,56,685,65.3,495,72.1,324,47.3,250,50.5,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,4,4,4,3,8,8,8,7,3737,3550,578,3273,2972,1025,373,10.5,371,11.3,366,12.3,257,25.1
01/18/2023,19041,3,Clay County,IA,97.3,9297,58,9257,61.7,9031,66.4,8552,69.1,3247,95,8600,53.7,8575,57.1,629,23.9,8376,61.5,7946,64.2,3075,90.8,4886,56.8,4886,57,4849,57.9,4750,59.8,3763,72.7,2517,81.9,2127,56.5,1624,64.5,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,4,8,8,8,8,16016,15005,2630,13610,12375,3386,2210,14.7,2193,16.1,2156,17.4,1474,43.5
01/18/2023,21009,3,Barren County,KY,94.1,23560,53.2,23534,56.9,22893,61.2,21534,63.6,6725,84.4,21107,47.7,21091,51,1763,23.5,20535,54.9,19328,57.1,6242,78.3,10041,47.6,10041,47.6,9982,48.6,9756,50.5,7399,62.8,4488,71.9,3163,42.7,2255,50.2,D,13,14,13,14,14,15,Non-metro,5,6,5,6,6,7,15,15,16,15,7,7,8,7,44249,41367,7506,37385,33861,7969,3487,8.4,3466,9.3,3423,10.1,2075,26
01/18/2023,45055,3,Kershaw County,SC,93,47672,71.6,47428,75.6,45888,81,42471,83,12624,95,40707,61.2,40604,64.8,4186,36.4,39384,69.5,36418,71.1,11216,90.2,18259,44.9,18258,45,18062,45.9,17389,47.7,12935,59.4,7727,68.9,5725,44.3,3943,51,B,6,6,6,7,7,8,Metro,2,2,2,3,3,4,7,7,7,7,3,3,3,3,66551,62704,11507,56671,51197,12437,6953,11.1,6877,12.1,6728,13.1,3864,31.1
01/18/2023,UNK,3,Unknown County,MS,98.1,39566,,39536,,39077,,37606,,6860,,29543,,29535,,1297,,29241,,28238,,5683,,11496,38.9,11496,38.9,11467,39.2,11341,40.2,8828,64.5,5444,95,831,9.4,517,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065,,2048,,2023,,742,
01/18/2023,06101,3,Sutter County,CA,97.7,66798,68.9,66602,73.8,64218,79.6,59062,82,14821,95,60915,62.8,60826,67.4,6730,36.8,58769,72.8,54096,75.1,13588,90,30178,49.5,30176,49.6,29971,51,28875,53.4,17779,64.7,9939,73.1,7225,40.6,4875,49,D,14,15,14,15,15,16,Metro,2,3,2,3,3,4,15,16,16,15,3,4,4,3,96971,90267,18272,80697,71995,15095,8747,9.7,8669,10.7,8424,11.7,4364,28.9
01/18/2023,34039,3,Union County,NJ,94.1,511250,91.9,507540,95,482313,95,444023,95,85035,95,416486,74.9,414101,79.5,53934,57,393161,83.6,360167,84.5,68137,83.1,214030,51.4,213906,51.7,209900,53.4,198768,55.2,114663,68.7,53559,78.6,52084,45.4,29511,55.1,D,15,15,16,16,16,16,Metro,3,3,4,4,4,4,16,16,16,15,4,4,4,3,556341,521132,94649,470390,426483,81967,76719,14.7,74705,15.9,71748,16.8,27378,33.4
01/18/2023,31051,3,Dixon County,NE,90.9,,,,,,,,,,,2562,45.5,2562,49,195,18.9,2495,53.3,2367,56.5,740,63.4,1370,53.5,1370,53.5,1363,54.6,1338,56.5,1009,71,646,87.3,487,48.3,359,55.6,B,5,5,5,6,6,6,Metro,1,1,1,2,2,2,8,8,8,8,4,4,4,4,5636,5224,1031,4681,4193,1167,593,11.4,590,12.6,585,14,372,31.9
01/18/2023,46017,3,Buffalo County,SD,96.7,1408,71.8,1405,80.7,1233,85.6,1030,85.6,135,91.2,1263,64.4,1263,72.5,327,60.8,1116,77.4,936,77.8,124,83.8,473,37.5,473,37.5,461,41.3,406,43.4,210,59.7,85,68.5,80,38.1,39,45.9,D,14,15,16,15,15,16,Non-metro,6,7,8,7,7,8,14,15,15,15,6,7,7,7,1962,1741,538,1441,1203,148,75,4.3,74,5.1,71,5.9,14,9.5
01/18/2023,49041,3,Sevier County,UT,97.7,11349,52.5,11319,56.5,10925,61.9,10006,65.1,3380,94.8,9893,45.8,9888,49.4,1042,22.4,9613,54.4,8846,57.6,3016,84.6,4296,43.4,4296,43.4,4264,44.4,4172,47.2,3134,60.1,2073,68.7,1287,41.1,978,47.2,B,5,5,5,6,6,8,Non-metro,5,5,5,6,6,8,7,7,7,7,7,7,7,7,21620,20023,4658,17658,15365,3567,1480,7.4,1461,8.3,1432,9.3,933,26.2
01/18/2023,05105,3,Perry County,AR,92.1,6615,63.3,6599,67.2,6406,71.8,5989,74,1970,92,5639,53.9,5634,57.4,482,28,5504,61.7,5152,63.6,1751,81.7,2744,48.7,2744,48.7,2726,49.5,2656,51.6,2029,62.1,1246,71.2,1013,49.9,701,56.3,B,6,6,5,6,6,8,Metro,2,2,1,2,2,4,7,7,8,7,3,3,4,3,10455,9819,1722,8917,8097,2142,1146,11.7,1141,12.8,1127,13.9,711,33.2
01/18/2023,47109,3,McNairy County,TN,97.8,14459,56.3,14450,59.4,14316,64.4,13803,68.5,5282,95,12598,49,12595,51.7,486,11.6,12503,56.2,12109,60.1,4798,88.2,5268,41.8,5268,41.8,5254,42,5205,43,4306,52.3,2851,59.4,1285,29.8,939,32.9,B,5,6,5,6,6,8,Non-metro,5,6,5,6,6,8,7,7,7,6,7,7,7,6,25694,24343,4191,22238,20152,5439,929,3.8,926,4.2,920,4.6,583,10.7
01/18/2023,40011,3,Blaine County,OK,93.8,5264,55.8,5258,59.8,5126,65.4,4784,68.2,1532,80.3,4550,48.3,4549,51.8,384,21.7,4456,56.9,4165,59.3,1322,69.3,2043,44.9,2043,44.9,2035,45.7,1974,47.4,1493,58.8,874,66.1,643,43.1,436,49.9,C,9,10,9,10,10,11,Non-metro,5,6,5,6,6,7,11,11,11,11,7,7,7,7,9429,8790,1771,7833,7019,1908,756,8.6,755,9.6,735,10.5,413,21.6
01/18/2023,17109,3,McDonough County,IL,98,16432,55.4,16300,57.5,15694,59.5,14753,60.1,4909,91.1,14776,49.8,14686,51.8,1374,36.4,14155,53.7,13312,54.2,4610,85.6,8331,56.4,8324,56.7,8209,58,7881,59.2,5700,72.4,3736,81,3271,57.4,2399,64.2,B,5,6,6,6,6,8,Non-metro,5,6,6,6,6,8,8,8,8,8,8,8,8,8,29682,28331,3772,26369,24559,5387,4066,14.4,3991,15.1,3868,15.7,2298,42.7
01/18/2023,27079,3,Le Sueur County,MN,94.7,15561,53.9,15462,57.1,14689,60,13619,62,4271,83.5,14716,50.9,14671,54.1,1712,33.5,13974,57.1,12959,59,4102,80.2,10853,73.7,10853,74,10707,76.6,10277,79.3,7322,91.7,4098,95,4590,62.7,3042,74.2,A,2,2,2,2,2,4,Metro,2,2,2,2,2,4,4,4,4,4,4,4,4,4,28887,27100,5118,24489,21982,5113,5128,18.9,5049,20.6,4919,22.4,2813,55
01/18/2023,08015,3,Chaffee County,CO,97,14663,72,14545,74.2,14069,76.5,13501,78.1,5169,95,13465,66.1,13397,68.3,959,41.4,12975,70.6,12438,72,4858,91.7,9020,67,9018,67.3,8889,68.5,8693,69.9,6304,78.4,3932,80.9,3922,62.2,2706,68.8,C,11,11,11,11,11,12,Non-metro,7,7,7,7,7,8,12,12,12,12,8,8,8,8,20356,19603,2318,18385,17285,5298,4570,23.3,4494,24.4,4427,25.6,2446,46.2
01/18/2023,22089,3,St. Charles Parish,LA,96.9,34648,65.3,34566,69.2,33425,74.5,30787,76.5,7168,95,30846,58.1,30819,61.7,3140,32.5,29925,66.7,27679,68.8,6871,92,13347,43.3,13346,43.3,13269,44.3,12796,46.2,9117,60.2,4883,71.1,3557,39,2279,46.7,B,6,6,6,7,7,8,Metro,2,2,2,3,3,4,7,7,7,7,3,3,3,3,53100,49915,9658,44838,40257,7466,3349,6.7,3312,7.4,3234,8,1694,22.7
01/18/2023,48387,3,Red River County,TX,98.9,5746,47.8,5742,50.2,5681,54.3,5516,57,2243,73.7,5020,41.8,5019,43.9,190,10.7,4972,47.5,4829,49.9,2090,68.7,1872,37.3,1872,37.3,1864,37.5,1854,38.4,1616,46.1,1161,55.6,615,38.1,477,41.1,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,10,10,10,10,6,6,6,6,12023,11440,1770,10471,9670,3044,712,6.2,710,6.8,705,7.3,485,15.9
01/18/2023,40049,3,Garvin County,OK,93.8,15642,56.4,15602,60.3,15348,66.2,14587,69.9,4983,95,13356,48.2,13343,51.5,792,15.8,13173,56.8,12551,60.1,4486,88.8,5685,42.6,5685,42.6,5661,43,5571,44.4,4449,55.1,2859,63.7,1761,39.6,1322,46.2,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,11,11,11,10,7,7,7,6,27711,25886,5004,23201,20882,5050,2021,7.8,2000,8.6,1971,9.4,1229,24.3
01/18/2023,55103,3,Richland County,WI,96.7,11099,64.3,11050,67.5,10693,71.6,9916,73.4,3692,90.8,10384,60.2,10368,63.3,1022,35.7,10047,67.3,9346,69.2,3554,87.5,6868,66.1,6867,66.2,6787,67.6,6554,70.1,5015,81.7,3150,88.6,3506,69.9,2496,79.2,B,6,6,6,7,7,8,Non-metro,6,6,6,7,7,8,8,8,8,8,8,8,8,8,17252,16373,2860,14931,13513,4064,3945,24.1,3901,26.1,3797,28.1,2312,56.9
01/18/2023,51760,3,Richmond city,VA,78.2,114121,49.5,113316,52.2,111741,55.3,107309,56.3,21708,68.2,100064,43.4,99605,45.9,4852,18.4,98347,48.7,94753,49.7,19959,62.7,27231,27.2,27213,27.3,26748,27.2,26161,27.6,10056,24,5038,25.2,6386,63.5,3564,70.7,D,13,13,13,13,13,14,Metro,1,1,1,1,1,2,13,13,13,13,1,1,1,1,230436,217098,26348,201900,190750,31809,13163,6.1,12933,6.4,12724,6.7,3439,10.8
01/18/2023,21213,3,Simpson County,KY,94.1,11098,59.8,11078,63.7,10846,69.3,10269,72.5,3091,95,9747,52.5,9738,56,695,21.5,9542,61,9043,63.9,2797,90.1,4518,46.4,4518,46.4,4502,47.2,4431,49,3338,60.3,1968,70.4,1469,44,1004,51,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,7,7,7,7,7,7,7,7,18572,17390,3228,15650,14162,3103,1647,9.5,1641,10.5,1619,11.4,951,30.6
01/18/2023,39137,3,Putnam County,OH,98.6,17692,52.2,17657,55.8,17241,61.3,16432,65.1,5561,91.2,16956,50.1,16931,53.5,1144,18,16552,58.9,15787,62.5,5403,88.6,8882,52.4,8882,52.5,8833,53.4,8687,55,6728,67,4213,78,2781,41.3,2072,49.2,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,33861,31618,6361,28107,25257,6096,2895,9.2,2879,10.2,2831,11.2,1866,30.6
01/18/2023,01061,3,Geneva County,AL,92.6,13097,49.9,13091,52.7,12985,57.4,12560,61.3,4776,88.1,10843,41.3,10842,43.6,436,10.1,10763,47.6,10406,50.8,4074,75.2,3954,36.5,3954,36.5,3950,36.7,3909,37.6,3369,47.3,2315,56.8,1011,30,754,32.6,C,9,9,9,9,10,11,Metro,1,1,1,1,2,3,10,10,10,10,2,2,2,2,26271,24841,4337,22622,20504,5420,873,3.5,873,3.9,861,4.2,567,10.5
01/18/2023,55069,3,Lincoln County,WI,96.7,16571,60.1,16531,62.8,16200,66.2,15494,68.6,6134,95,15696,56.9,15678,59.6,973,26.1,15386,62.9,14705,65.1,5866,95,9889,63,9887,63.1,9831,63.9,9621,65.4,7840,75,4797,81.8,4568,58.3,3269,68.1,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,4,8,8,8,8,27593,26305,3734,24460,22571,6118,4535,17.2,4507,18.4,4449,19.7,2867,46.9
01/18/2023,05087,3,Madison County,AR,92.1,8919,53.8,8886,57.2,8622,61.2,8070,63.4,2640,82.2,7601,45.9,7576,48.8,640,22.9,7381,52.4,6936,54.5,2332,72.6,3481,45.8,3481,45.9,3445,46.7,3361,48.5,2626,60.6,1600,68.6,1365,52,958,59.9,C,9,9,9,10,10,11,Metro,1,1,1,2,2,3,11,11,11,11,3,3,3,3,16576,15527,2800,14093,12727,3211,1605,10.3,1589,11.3,1571,12.3,993,30.9
01/18/2023,08029,3,Delta County,CO,97,16920,54.3,16884,56.8,16576,60.7,15958,63.7,7453,89.2,15356,49.3,15337,51.6,781,16.7,15103,55.3,14556,58.1,6856,82.1,8850,57.6,8850,57.7,8805,58.3,8665,59.5,7056,67.6,4854,70.8,3861,54.7,2893,59.6,C,9,10,9,10,10,12,Non-metro,5,6,5,6,6,8,12,12,12,11,8,8,8,7,31162,29716,4668,27307,25048,8352,3544,11.9,3516,12.9,3468,13.8,2300,27.5
01/18/2023,UNK,3,Unknown County,OH,98.6,196439,,194772,,192276,,187241,,44132,,96724,,96263,,3145,,94820,,93118,,25161,,62892,65,62882,65.3,62664,66.1,62304,66.9,51469,95,37893,95,4618,9,2898,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19393,,19253,,18955,,7707,
01/18/2023,48033,3,Borden County,TX,98.9,225,34.4,225,35.8,221,38.5,210,40.1,66,37.9,199,30.4,199,31.7,11,10.6,197,34.3,188,35.9,66,37.9,60,30.2,60,30.2,60,30.5,60,31.9,51,40.2,31,47,15,29.4,8,25.8,B,5,5,5,5,5,5,Non-metro,5,5,5,5,5,5,6,6,6,5,6,6,6,5,654,628,104,574,524,174,17,2.7,17,3,17,3.2,10,5.7
01/18/2023,17023,3,Clark County,IL,98,9333,60.4,9313,63.9,9058,68.6,8600,71.7,3105,95,8043,52.1,8042,55.2,572,22.3,7849,59.5,7470,62.3,2770,88.9,4418,54.9,4418,54.9,4398,56,4303,57.6,3459,69,2212,79.9,1680,48.6,1242,56.1,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,15441,14567,2569,13196,11998,3115,1930,13.2,1923,14.6,1895,15.8,1208,38.8
01/18/2023,46101,3,Moody County,SD,96.7,4516,68.7,4485,73.4,4283,79.1,3967,82.1,1237,95,3483,53,3473,56.9,363,28.4,3339,61.6,3110,64.4,1006,79.8,1596,45.8,1596,46,1582,47.4,1530,49.2,1144,61.3,692,68.8,545,47.6,404,58.4,B,6,6,5,6,6,7,Non-metro,6,6,5,6,6,7,7,7,7,7,7,7,7,7,6576,6108,1277,5417,4831,1261,653,10.7,652,12,638,13.2,415,32.9
01/18/2023,51770,3,Roanoke city,VA,78.2,48995,49.4,48938,52.8,48495,57.8,46006,59.7,11869,70.9,41364,41.7,41344,44.6,2338,15,41013,48.9,39006,50.6,10865,64.9,5086,12.3,5086,12.3,5039,12.3,4889,12.5,2699,12.7,1241,11.4,1288,47.7,679,54.7,D,13,13,13,13,14,14,Metro,1,1,1,1,2,2,13,13,13,13,1,1,1,1,99143,92662,15602,83897,77060,16751,2218,2.4,2198,2.6,2145,2.8,715,4.3
01/18/2023,38079,3,Rolette County,ND,92.7,14549,95,14213,95,12579,95,10822,95,2197,95,11325,79.9,11292,87.2,2596,73.1,10065,91.9,8696,92.5,1755,95,4605,40.7,4604,40.8,4354,43.3,3966,45.6,2443,59.9,1192,67.9,1075,44,646,54.2,D,15,16,16,16,16,16,Non-metro,7,8,8,8,8,8,15,15,15,15,7,7,7,7,14176,12952,3551,10955,9401,1730,2564,19.8,2434,22.2,2258,24,809,46.8
01/18/2023,51009,3,Amherst County,VA,78.2,16887,53.4,16859,56.3,16558,60,15703,61.6,5447,79.8,15044,47.6,15029,50.2,1000,22.3,14787,53.6,14029,55,5034,73.7,6337,42.1,6337,42.2,6304,42.6,6159,43.9,4768,51.7,2969,59,2307,48.4,1643,55.3,B,5,6,5,6,6,7,Metro,1,2,1,2,2,3,7,7,7,6,3,3,3,2,31605,29967,4476,27593,25491,6827,2484,8.3,2469,8.9,2434,9.5,1550,22.7
01/18/2023,13295,3,Walker County,GA,88.9,35847,51.4,35812,54.4,35378,59,34027,62.2,11552,87.5,30229,43.3,30214,45.9,1362,12.3,29910,49.8,28852,52.7,10307,78.1,11754,38.9,11753,38.9,11714,39.2,11542,40,9048,48.5,5834,56.6,3215,35.5,2344,40.2,C,9,9,9,9,10,11,Metro,1,1,1,1,2,3,10,10,11,10,2,2,3,2,69761,65778,11032,60008,54746,13199,4057,6.2,4035,6.7,3985,7.3,2435,18.4
01/18/2023,47007,3,Bledsoe County,TN,97.8,6562,43.6,6547,45.1,6464,47.2,6259,48.6,2146,75.6,5732,38.1,5729,39.5,242,14.9,5662,41.3,5487,42.6,1960,69,2624,45.8,2624,45.8,2612,46.1,2575,46.9,2078,56.3,1274,65,882,42.4,647,50.8,C,9,9,9,9,9,11,Non-metro,5,5,5,5,5,7,11,11,11,11,7,7,7,7,15064,14505,1629,13707,12876,2839,835,5.8,831,6.1,822,6.4,532,18.7
01/18/2023,13239,3,Quitman County,GA,88.9,955,41.5,955,44.1,924,45.7,892,47.7,414,58.7,805,35,805,37.2,55,18.6,777,38.4,750,40.1,353,50.1,333,41.4,333,41.4,323,41.6,316,42.1,257,47.2,183,51.8,125,48.6,96,52.5,D,13,13,13,13,13,14,Non-metro,5,5,5,5,5,6,15,15,15,14,7,7,7,6,2299,2165,296,2022,1869,705,168,7.8,161,8,157,8.4,103,14.6
01/18/2023,29167,3,Polk County,MO,91.3,14774,46,14759,48.9,14402,52.4,13586,54.7,4669,79.5,12924,40.2,12917,42.8,912,17.1,12678,46.1,12005,48.3,4367,74.4,6369,49.3,6369,49.3,6331,49.9,6186,51.5,4884,63.7,3178,72.8,2430,49.8,1791,56.4,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,11,11,12,11,3,3,4,3,32149,30189,5332,27482,24857,5870,2861,9.5,2842,10.3,2806,11.3,1715,29.2
01/18/2023,55085,3,Oneida County,WI,96.7,25686,72.2,25582,75.2,25053,79.2,24029,81.4,10160,95,24058,67.6,23998,70.6,1427,31.9,23512,74.3,22571,76.4,9671,95,14796,61.5,14795,61.7,14701,62.5,14471,64.1,11880,71.9,7684,79.5,7201,60.6,5255,68.4,A,3,3,2,3,3,4,Non-metro,7,7,6,7,7,8,4,4,4,3,8,8,8,7,35595,33998,4472,31627,29526,9498,7583,22.3,7533,23.8,7452,25.2,4902,51.6
01/18/2023,47123,3,Monroe County,TN,97.8,22771,48.9,22755,51.6,22553,55.9,21830,59.3,8155,81.7,20709,44.5,20701,47,822,11.3,20525,50.9,19879,54,7759,77.8,10026,48.4,10026,48.4,10000,48.7,9898,49.8,8289,60.3,5440,70.1,3790,45.7,2824,51.9,C,9,9,9,10,10,11,Non-metro,5,5,5,6,6,7,11,11,11,11,7,7,7,7,46545,44075,7276,40326,36799,9979,3652,8.3,3641,9,3620,9.8,2373,23.8
01/18/2023,48247,3,Jim Hogg County,TX,98.9,3867,74.4,3842,79.5,3554,84.9,3105,86,812,91.2,3061,58.9,3059,63.3,518,42.5,2884,68.9,2541,70.4,707,79.4,1298,42.4,1298,42.4,1283,44.5,1219,48,865,61.8,494,69.9,524,60.6,331,67,D,14,14,15,15,15,15,Non-metro,6,6,7,7,7,7,15,15,15,15,7,7,7,7,5200,4831,1220,4185,3611,890,592,12.3,587,14,569,15.8,296,33.3
01/18/2023,45001,3,Abbeville County,SC,93,11377,46.4,11365,48.6,11173,52,10696,54.4,3999,72.9,10227,41.7,10224,43.8,581,15.7,10068,46.9,9643,49,3676,67,5014,49,5014,49,5003,49.7,4937,51.2,4104,63.3,2658,72.3,2001,48.8,1478,55.6,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,15,15,16,15,7,7,8,7,24527,23362,3695,21488,19667,5483,1944,8.3,1942,9,1929,9.8,1274,23.2
01/18/2023,46051,3,Grant County,SD,96.7,4880,69.2,4870,73.8,4768,79.5,4549,83.3,1814,95,3742,53.1,3740,56.6,278,24.4,3654,60.9,3462,63.4,1334,88.4,1699,45.4,1699,45.4,1693,46.3,1662,48,1345,58.5,885,66.3,587,43.6,456,51.5,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,3,3,3,3,7,7,7,7,7052,6602,1140,5999,5462,1509,818,12.4,818,13.6,815,14.9,557,36.9
01/18/2023,55057,3,Juneau County,WI,96.7,15951,59.8,15911,62.9,15473,66.5,14658,68.6,5145,92.5,14822,55.5,14810,58.6,1138,29,14419,62,13672,64,4920,88.4,8718,58.8,8718,58.9,8646,60,8401,61.4,6429,72,3855,78.4,3852,59.9,2611,67.7,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,7,8,8,8,7,26687,25284,3927,23273,21357,5564,4202,16.6,4171,17.9,4101,19.2,2358,42.4
01/18/2023,06079,3,San Luis Obispo County,CA,97.7,196299,69.3,194765,72,187043,74.6,174973,74.9,53133,90,177711,62.8,176838,65.4,17545,47.7,170160,67.8,159293,68.2,49330,83.5,116741,65.7,116717,66,114910,67.5,110626,69.4,71940,81.1,44474,90.2,45011,62.6,31065,69.8,B,6,7,7,7,7,8,Metro,2,3,3,3,3,4,8,8,8,8,4,4,4,4,283111,270357,36745,250862,233612,59051,55372,20.5,54398,21.7,52985,22.7,29149,49.4
01/18/2023,27055,3,Houston County,MN,94.7,13771,74,13703,78,13370,83.6,12663,87.1,5146,95,11742,63.1,11712,66.7,824,27.2,11471,71.7,10888,74.9,4397,95,5006,42.6,5006,42.7,4936,43,4796,44,3821,50.9,2492,56.7,1913,50.1,1413,56.7,A,2,3,1,3,3,4,Metro,2,3,1,3,3,4,3,3,3,2,3,3,3,2,18600,17560,3027,15991,14533,4100,3436,19.6,3374,21.1,3292,22.7,2007,49
